,Name,Area,Furnishing,Transaction,Status,Price
1319,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1320,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1321,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1322,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1323,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1324,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1325,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1326,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1327,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1328,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1329,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1330,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1331,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1332,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1333,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1334,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1335,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1336,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1337,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
1338,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
1339,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1340,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1341,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1342,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1343,Shop for Sale in Meena Florence,386 sqft,Semi-Furnished,Resale,Ready to Move,₹37 Lac
1344,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Unfurnished,Resale,Ready to Move,₹50 Lac
1345,2 BHK Apartment for Sale in Classic Tower,1120 sqft,Semi-Furnished,Resale,Ready to Move,₹1.50 Cr
1346,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,Unfurnished,Resale,Ready to Move,₹15 Lac
1347,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1348,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,Resale,Ready to Move,₹42 Lac
1349,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1350,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1351,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1352,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1353,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1354,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1355,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1356,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1357,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
1358,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1359,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1360,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Semi-Furnished,Resale,Ready to Move,₹1.60 Cr
1361,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Furnished,Resale,Ready to Move,₹35 Lac
1362,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Semi-Furnished,Resale,Ready to Move,₹59 Lac
1363,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Unfurnished,Resale,Ready to Move,₹51 Lac
1364,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Semi-Furnished,Resale,Ready to Move,₹60 Lac
1365,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1366,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Unfurnished,Resale,Ready to Move,₹75 Lac
1367,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1368,3 BHK House for Sale in Haridevpur,1817 sqft,Furnished,Resale,Ready to Move,₹84 Lac
1369,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Unfurnished,Resale,Ready to Move,₹30 Lac
1370,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1371,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1372,2 BHK Apartment for Sale in Golf Towers,853 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1373,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1374,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
1375,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1376,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
1377,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
1378,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1379,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
1380,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1381,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1382,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1383,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1384,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1385,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1386,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1387,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1388,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1389,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1390,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1391,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1392,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1393,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1394,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1395,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1396,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1397,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
1398,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
1399,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1400,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1401,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1402,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1403,Shop for Sale in Meena Florence,386 sqft,Semi-Furnished,Resale,Ready to Move,₹37 Lac
1404,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Unfurnished,Resale,Ready to Move,₹50 Lac
1405,2 BHK Apartment for Sale in Classic Tower,1120 sqft,Semi-Furnished,Resale,Ready to Move,₹1.50 Cr
1406,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,Unfurnished,Resale,Ready to Move,₹15 Lac
1407,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1408,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,Resale,Ready to Move,₹42 Lac
1409,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1410,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1411,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1412,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1413,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1414,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1415,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1416,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1417,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1418,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1419,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1420,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1421,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1422,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1423,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1424,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1425,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1426,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1427,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
1428,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
1429,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1430,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1431,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1432,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1433,Shop for Sale in Meena Florence,386 sqft,Semi-Furnished,Resale,Ready to Move,₹37 Lac
1434,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Unfurnished,Resale,Ready to Move,₹50 Lac
1435,2 BHK Apartment for Sale in Classic Tower,1120 sqft,Semi-Furnished,Resale,Ready to Move,₹1.50 Cr
1436,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,Unfurnished,Resale,Ready to Move,₹15 Lac
1437,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1438,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,Resale,Ready to Move,₹42 Lac
1439,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1440,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1441,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1442,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1443,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1444,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1445,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1446,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1447,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1448,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1449,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1450,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1451,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1452,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1453,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1454,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1455,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1456,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1457,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
1458,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
1459,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1460,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1461,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1462,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1463,Shop for Sale in Meena Florence,386 sqft,Semi-Furnished,Resale,Ready to Move,₹37 Lac
1464,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Unfurnished,Resale,Ready to Move,₹50 Lac
1465,2 BHK Apartment for Sale in Classic Tower,1120 sqft,Semi-Furnished,Resale,Ready to Move,₹1.50 Cr
1466,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,Unfurnished,Resale,Ready to Move,₹15 Lac
1467,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1468,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,Resale,Ready to Move,₹42 Lac
1469,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1470,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1471,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1472,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1473,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1474,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1475,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1476,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1477,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1478,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1479,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1480,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1481,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1482,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1483,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1484,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1485,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1486,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1487,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
1488,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
1489,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1490,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1491,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1492,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1493,Shop for Sale in Meena Florence,386 sqft,Semi-Furnished,Resale,Ready to Move,₹37 Lac
1494,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Unfurnished,Resale,Ready to Move,₹50 Lac
1495,2 BHK Apartment for Sale in Classic Tower,1120 sqft,Semi-Furnished,Resale,Ready to Move,₹1.50 Cr
1496,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,Unfurnished,Resale,Ready to Move,₹15 Lac
1497,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1498,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,Resale,Ready to Move,₹42 Lac
1499,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1500,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1501,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1502,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1503,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1504,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1505,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1506,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1507,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1508,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1509,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1510,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1511,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1512,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1513,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1514,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1515,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1516,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1517,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
1518,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
1519,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1520,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1521,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1522,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1523,Shop for Sale in Meena Florence,386 sqft,Semi-Furnished,Resale,Ready to Move,₹37 Lac
1524,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Unfurnished,Resale,Ready to Move,₹50 Lac
1525,2 BHK Apartment for Sale in Classic Tower,1120 sqft,Semi-Furnished,Resale,Ready to Move,₹1.50 Cr
1526,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,Unfurnished,Resale,Ready to Move,₹15 Lac
1527,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1528,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,Resale,Ready to Move,₹42 Lac
1529,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1530,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1531,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1532,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1533,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1534,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1535,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1536,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1537,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1538,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1539,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1540,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1541,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1542,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1543,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1544,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1545,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1546,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1547,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
1548,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
1549,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1550,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
